observation_id,observation_captured_at,feature_available_at,starts_at,minutes_to_start,sport,model_version,event_id,game_pk,away_team,home_team,player_id,mlb_player_id,player_name,stat_id,market_name,line,side,label,model_mean,raw_independent_probability,model_probability,push_probability,market_fair_probability,edge_pct_points,best_book,best_odds,exact_line_book_count,paired_books,ev_pct,data_quality,status,market_open_line,market_current_line,line_move_open_to_current,market_open_fair_probability,market_current_fair_probability,market_probability_move_pp,market_quote_age_minutes,player_role,player_team_side,in_starting_lineup,batting_order_spot,is_confirmed_starter,catcher_change_after_model,opposing_starter_change_after_model,opposing_handedness_change_after_model,verification_data_quality,opposing_starter_hand,own_starter_hand,own_lineup_avg_ops,opponent_lineup_avg_ops,own_bullpen_score,opponent_bullpen_score,own_bullpen_level,opponent_bullpen_level,game_starter_changed,game_lineup_changed,game_catcher_changed,game_handedness_changed,weather_impact_direction,weather_impact_multiplier,weather_environment_multiplier,prop_delay_risk,prop_weather_data_quality,weather_change_after_model,roof_status,temp_f,humidity_pct,precip_probability_pct,wind_mph,wind_direction_deg,wind_class,park_factor,run_multiplier,hr_multiplier,hits_tb_multiplier,starter_durability_multiplier,strikeout_opportunity_multiplier,game_delay_risk,game_weather_data_quality,pitchmix_available,pitchmix_weighted_xwoba_delta,pitchmix_probability_adjustment,pitchmix_arsenal_coverage,pitchmix_usable_usage,feature_source_count,won,pushed,outcome
1370,2026-09-23 21:25:03.583+00,2026-09-23 22:39:02.985+00,2026-09-23 22:40:00+00,0.95025000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYCE_HARPER_1_MLB,547180,Bryce Harper,batting_totalBases,Bryce Harper Total Bases Over/Under,1.5,over,Bryce Harper OVER 1.5 Total Bases,1.689,0.41,0.41,0,,,draftkings,157,2,0,5.37,1,PASS,1,1,0,,,,28.2663500000000000,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1575,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.057+00,2026-09-23 22:40:00+00,0.94905000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYCE_HARPER_1_MLB,547180,Bryce Harper,batting_totalBases,Bryce Harper Total Bases Over/Under,1.5,under,Bryce Harper UNDER 1.5 Total Bases,1.689,0.59,0.59,0,,,,,0,0,,1,PASS,0.5,0.5,0,,,,28.2675333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1384,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.111+00,2026-09-23 22:40:00+00,0.94815000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_hits,Bryson Stott Hits Over/Under,0.5,over,Bryson Stott OVER 0.5 Hits,0.862,0.6217,0.5937,0,0.5415551910827908,5.21,betmgm,-135,4,2,3.34,1,PASS,0.5,0.5,0,0.5528052337930839,0.5415551910827908,-1.1250042710293100,28.2684166666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1470,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.169+00,2026-09-23 22:40:00+00,0.94718333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_hits,Bryson Stott Hits Over/Under,0.5,under,Bryson Stott UNDER 0.5 Hits,0.862,0.3783,0.4063,0,0.4584448089172092,-5.21,draftkings,107,2,2,-15.89,1,PASS,0.5,0.5,0,0.44719476620691606,0.4584448089172092,1.12500427102931400,28.2693500000000000,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1385,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.229+00,2026-09-23 22:40:00+00,0.94618333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_totalBases,Bryson Stott Total Bases Over/Under,0.5,over,Bryson Stott OVER 0.5 Total Bases,1.343,0.6217,0.5933,0,0.5405928298395639,5.27,betmgm,-135,2,2,3.29,1,PASS,1,1,0,0.5487762633328064,0.5405928298395639,-0.8183433493242500,28.2703333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1472,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.29+00,2026-09-23 22:40:00+00,0.94516666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_totalBases,Bryson Stott Total Bases Over/Under,0.5,under,Bryson Stott UNDER 0.5 Total Bases,1.343,0.3783,0.4067,0,0.4594071701604361,-5.27,caesars,106,2,2,-16.23,1,PASS,0.5,0.5,0,0.4512237366671935,0.4594071701604361,0.8183433493242600,28.2713166666666667,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1350,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.352+00,2026-09-23 22:40:00+00,0.94413333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_totalBases,Bryson Stott Total Bases Over/Under,1.5,over,Bryson Stott OVER 1.5 Total Bases,1.343,0.3534,0.3534,0,,,draftkings,214,2,0,10.98,1,PASS,1,1,0,,,,28.2723333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1576,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.401+00,2026-09-23 22:40:00+00,0.94331666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,BRYSON_STOTT_1_MLB,681082,Bryson Stott,batting_totalBases,Bryson Stott Total Bases Over/Under,1.5,under,Bryson Stott UNDER 1.5 Total Bases,1.343,0.6466,0.6466,0,,,,,0,0,,1,PASS,0.5,0.5,0,,,,28.2731166666666667,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1405,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.457+00,2026-09-23 22:40:00+00,0.94238333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_hits,Christian Yelich Hits Over/Under,0.5,over,Christian Yelich OVER 0.5 Hits,0.889,0.6353,0.615,0,0.5773173947934608,3.77,draftkings,-157,4,2,0.67,0.972,PASS,0.5,0.5,0,0.6118223400179539,0.5773173947934608,-3.4504945224493100,28.2740333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1462,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.509+00,2026-09-23 22:40:00+00,0.94151666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_hits,Christian Yelich Hits Over/Under,0.5,under,Christian Yelich UNDER 0.5 Hits,0.889,0.3647,0.385,0,0.42268260520653933,-3.77,betmgm,125,2,2,-13.37,0.972,PASS,0.5,0.5,0,0.3881776599820462,0.42268260520653933,3.45049452244931300,28.2748833333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1411,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.566+00,2026-09-23 22:40:00+00,0.94056666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_totalBases,Christian Yelich Total Bases Over/Under,0.5,over,Christian Yelich OVER 0.5 Total Bases,1.416,0.635,0.6187,0,0.5935899290428289,3.04,betmgm,-173,2,2,-0.64,0.972,PASS,1,1,0,0.6061480478070975,0.5935899290428289,-1.2558118764268600,28.2758000000000000,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1454,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.617+00,2026-09-23 22:40:00+00,0.93971666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_totalBases,Christian Yelich Total Bases Over/Under,0.5,under,Christian Yelich UNDER 0.5 Total Bases,1.416,0.365,0.3813,0,0.4064100709571711,-3.04,caesars,130,2,2,-12.29,0.972,PASS,0.5,0.5,0,0.3938519521929025,0.4064100709571711,1.2558118764268600,28.2766333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1357,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.669+00,2026-09-23 22:40:00+00,0.93885000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_totalBases,Christian Yelich Total Bases Over/Under,1.5,over,Christian Yelich OVER 1.5 Total Bases,1.416,0.3645,0.3645,0,,,draftkings,198,2,0,8.24,0.972,PASS,1,1,0,,,,28.2774666666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1577,2026-09-23 21:25:03.583+00,2026-09-23 22:39:03.731+00,2026-09-23 22:40:00+00,0.93781666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,CHRISTIAN_YELICH_1_MLB,592885,Christian Yelich,batting_totalBases,Christian Yelich Total Bases Over/Under,1.5,under,Christian Yelich UNDER 1.5 Total Bases,1.416,0.6355,0.6355,0,,,,,0,0,,0.972,PASS,0.5,0.5,0,,,,28.2784833333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1351,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04+00,2026-09-23 22:40:00+00,0.93333333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_hits,David Hamilton Hits Over/Under,0.5,over,David Hamilton OVER 0.5 Hits,0.861,0.6244,0.5816,0,0.502,7.95,draftkings,-120,4,2,10.08,0.746,PASS,0.5,0.5,0,,,,28.2828500000000000,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1490,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.052+00,2026-09-23 22:40:00+00,0.93246666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_hits,David Hamilton Hits Over/Under,0.5,under,David Hamilton UNDER 0.5 Hits,0.861,0.3756,0.4184,0,0.498,-7.95,betmgm,-110,2,2,-20.12,0.746,PASS,,,,,,,28.2837000000000000,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1360,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.111+00,2026-09-23 22:40:00+00,0.93148333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_totalBases,David Hamilton Total Bases Over/Under,0.5,over,David Hamilton OVER 0.5 Total Bases,1.223,0.6222,0.5817,0,0.5030135004821601,7.51,caesars,-117,2,2,7.89,0.746,PASS,1,1,0,0.5030135004821601,0.5030135004821601,0.0000000000000000,28.2846666666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1491,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.16+00,2026-09-23 22:40:00+00,0.93066666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_totalBases,David Hamilton Total Bases Over/Under,0.5,under,David Hamilton UNDER 0.5 Total Bases,1.223,0.3778,0.4183,0,0.4969864995178399,-7.51,betmgm,-114,2,2,-20.14,0.746,PASS,0.5,0.5,0,0.4969864995178399,0.4969864995178399,0.0000000000000000,28.2854666666666667,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1341,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.213+00,2026-09-23 22:40:00+00,0.92978333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_totalBases,David Hamilton Total Bases Over/Under,1.5,over,David Hamilton OVER 1.5 Total Bases,1.223,0.3084,0.3084,0,,,draftkings,250,2,0,15.64,0.746,PASS,1,1,0,,,,28.2863333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1590,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.263+00,2026-09-23 22:40:00+00,0.92895000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,DAVID_HAMILTON_1_MLB,666152,David Hamilton,batting_totalBases,David Hamilton Total Bases Over/Under,1.5,under,David Hamilton UNDER 1.5 Total Bases,1.223,0.6916,0.6916,0,,,,,0,0,,0.746,PASS,0.5,0.5,0,,,,28.2871333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1222,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.312+00,2026-09-23 22:40:00+00,0.92813333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_hits,Garrett Mitchell Hits Over/Under,0.5,over,Garrett Mitchell OVER 0.5 Hits,1.119,0.7282,0.6819,0,0.5995408185293088,8.59,draftkings,-169,4,2,9.77,1,PLAY,0.5,0.5,0,0.6050371543151727,0.5995408185293088,-0.5496335785863900,28.2879333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1513,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.387+00,2026-09-23 22:40:00+00,0.92688333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_hits,Garrett Mitchell Hits Over/Under,0.5,under,Garrett Mitchell UNDER 0.5 Hits,1.119,0.2718,0.3181,0,0.40045918147069115,-8.59,betmgm,140,2,2,-23.66,1,PASS,0.5,0.5,0,0.3949628456848273,0.40045918147069115,0.54963357858638500,28.2891666666666667,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1232,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.488+00,2026-09-23 22:40:00+00,0.92520000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_totalBases,Garrett Mitchell Total Bases Over/Under,0.5,over,Garrett Mitchell OVER 0.5 Total Bases,1.792,0.7282,0.6845,0,0.5691440893241497,8.11,caesars,-150,2,2,7.35,1,PLAY,1.5,1,-0.5,0.5665108372290693,0.5691440893241497,0.2633252095080400,28.2908166666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1518,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.538+00,2026-09-23 22:40:00+00,0.92436666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_totalBases,Garrett Mitchell Total Bases Over/Under,0.5,under,Garrett Mitchell UNDER 0.5 Total Bases,1.792,0.2718,0.3155,0,0.43085591067585033,-8.11,betmgm,123,2,2,-24.29,1,PASS,1,0.5,-0.5,0.43348916277093075,0.43085591067585033,-0.26332520950804200,28.2916333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1325,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.588+00,2026-09-23 22:40:00+00,0.92353333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_totalBases,Garrett Mitchell Total Bases Over/Under,1.5,over,Garrett Mitchell OVER 1.5 Total Bases,1.792,0.471,0.471,0,,,draftkings,167,2,0,26.69,1,PASS,1.5,1,-0.5,0.3907302613850714,,,28.2924333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1580,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.638+00,2026-09-23 22:40:00+00,0.92270000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,GARRETT_MITCHELL_1_MLB,669003,Garrett Mitchell,batting_totalBases,Garrett Mitchell Total Bases Over/Under,1.5,under,Garrett Mitchell UNDER 1.5 Total Bases,1.792,0.529,0.529,0,,,,,0,0,,1,PASS,1,0.5,-0.5,0.6092697386149285,,,28.2932500000000000,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1388,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.687+00,2026-09-23 22:40:00+00,0.92188333333333333333,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JACKSON_CHOURIO_1_MLB,694192,Jackson Chourio,batting_hits,Jackson Chourio Hits Over/Under,0.5,over,Jackson Chourio OVER 0.5 Hits,1.226,0.7631,0.7325,0,0.6756673985900844,5.68,caesars,-250,4,2,2.55,1,PASS,1.5,0.5,-1,0.6840564074901748,0.6756673985900844,-0.8389008900090400,28.2940333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1502,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.74+00,2026-09-23 22:40:00+00,0.92100000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JACKSON_CHOURIO_1_MLB,694192,Jackson Chourio,batting_hits,Jackson Chourio Hits Over/Under,0.5,under,Jackson Chourio UNDER 0.5 Hits,1.226,0.2369,0.2675,0,0.3243326014099156,-5.68,draftkings,194,2,2,-21.35,1,PASS,1,0.5,-0.5,0.31594359250982507,0.3243326014099156,0.83890089000905300,28.2949000000000000,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1381,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.791+00,2026-09-23 22:40:00+00,0.92015000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JACKSON_CHOURIO_1_MLB,694192,Jackson Chourio,batting_totalBases,Jackson Chourio Total Bases Over/Under,1.5,over,Jackson Chourio OVER 1.5 Total Bases,2.069,0.5017,0.4796,0,0.4428410136036925,4.1,draftkings,116,4,3,3.59,1,PASS,1.5,1.5,0,0.44225517408116694,0.4428410136036925,0.05858395225255600,28.2957166666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1461,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.839+00,2026-09-23 22:40:00+00,0.91935000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JACKSON_CHOURIO_1_MLB,694192,Jackson Chourio,batting_totalBases,Jackson Chourio Total Bases Over/Under,1.5,under,Jackson Chourio UNDER 1.5 Total Bases,2.069,0.4983,0.5204,0,0.5571589863963075,-4.1,caesars,-140,3,3,-13.26,1,PASS,1.5,1.5,0,0.557744825918833,0.5571589863963075,-0.0585839522525500,28.2965000000000000,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0151000000000001,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
1224,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.893+00,2026-09-23 22:40:00+00,0.91845000000000000000,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JAKE_BAUERS_1_MLB,641343,Jake Bauers,batting_hits,Jake Bauers Hits Over/Under,0.5,over,Jake Bauers OVER 0.5 Hits,0.99,0.6822,0.6372,0,0.553708214295464,8.35,betmgm,-140,4,2,9.24,1,PLAY,0.5,0.5,0,0.568313921787507,0.553708214295464,-1.460570749204300,28.2973666666666667,,,,,,,,,,,,,,,,,,0,0,0,0,FAVORABLE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,false,false,L
1507,2026-09-23 21:25:03.583+00,2026-09-23 22:39:04.976+00,2026-09-23 22:40:00+00,0.91706666666666666667,MLB,MLB Player Props Model v1.1,tvl3DFfwzt4msvanUvqD,823410,Milwaukee Brewers,Philadelphia Phillies,JAKE_BAUERS_1_MLB,641343,Jake Bauers,batting_hits,Jake Bauers Hits Over/Under,0.5,under,Jake Bauers UNDER 0.5 Hits,0.99,0.3178,0.3628,0,0.4462917857045359,-8.35,draftkings,114,2,2,-22.36,1,PASS,0.5,0.5,0,0.43168607821249305,0.4462917857045359,1.46057074920428500,28.2987333333333333,,,,,,,,,,,,,,,,,,0,0,0,0,ADVERSE,1.0111,1.0111,LOW,1,1,OPEN,65,61,0,14,59,CROSS,102,1.0191,1.0211,1.0111,1,0.9977,LOW,1,,,,,,4,true,false,W
